scan_index,t,odom_index,x,y,theta,selected_cluster_mass,candidate_cluster_mass,candidate_cluster_count,best_particle,best_particle_weight,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,selected_switched,hypothesis_switches,ess,ess_ratio,beams,mean_log_likelihood,stable_now,accepted,reference_x,reference_y,reference_theta,reference_position_error_m,reference_heading_error_rad
40,4.009021759033203,25,2.710564239636184,0.8411361248370526,-1.017124261784012,1.0,1.0,9879,2,0.0001476582206986409,1.0,9879,1.0,0.0,0,0,0,8568.129578363207,0.8568129578363207,120,-18.9196240234375,0,0,6.844,7.4472,3.106686,7.792648529722568,2.1593750453955747
44,4.410946369171143,29,2.7050309967540658,0.8498576749641296,-1.0188710739878908,1.0,1.0,9833,2,0.00020446240276902173,1.0,9833,1.0,0.0,0,0,0,7039.896687299395,0.7039896687299395,120,-25.0101220703125,0,0,6.844,7.4472,3.106686,7.788195565311669,2.157628233191696
48,4.811830997467041,33,2.7013289463462797,0.8556407648204674,-1.0190583172767078,1.0,1.0,9755,2,0.0002694435737049036,1.0,9755,1.0,0.0,0,0,0,5858.119540377555,0.5858119540377554,120,-37.1565185546875,0,0,6.844,7.4472,3.106686,7.785266637030552,2.1574409899028795
52,5.213257789611816,38,2.699887340282255,0.8578146434926573,-1.014993056623543,1.0,1.0,9679,229,0.00033116969144240905,1.0,9679,1.0,0.0,0,0,0,5105.3885444123125,0.5105388544412313,120,-51.1275537109375,0,0,6.844,7.4472,3.106686,7.7841935428781746,2.161506250556044
56,5.613761901855469,42,2.6966757542830297,0.862893222122098,-1.0192198429692296,1.0,1.0,9575,1172,0.00046442852170039086,1.0,9575,1.0,0.0,0,0,0,4102.179998634006,0.4102179998634006,120,-66.741240234375,0,0,6.844,7.4472,3.106686,7.781606141685707,2.1572794642103568
60,6.013541221618652,46,2.6952562974191006,0.8650839517466347,-1.016132853972418,1.0000000000000002,1.0000000000000002,9450,1172,0.0005796088936997781,1.0000000000000002,9450,1.0000000000000002,0.0,0,0,0,3516.940786357142,0.35169407863571417,120,-83.14623046875,0,0,6.844,7.4472,3.106686,7.780509365226622,2.1603664532071685
64,6.4138102531433105,49,2.6932021661271595,0.8682898880624724,-1.0205539157759933,1.0,1.0,9328,2919,0.0007818089431120169,1.0,9328,1.0,0.0,0,0,0,2812.9144893312414,0.28129144893312413,120,-99.7971044921875,0,0,6.844,7.4472,3.106686,7.778893296519584,2.1559453914035935
68,6.8165669441223145,54,2.6926219878238378,0.8691157229819972,-1.0201987744573764,1.0,1.0,9788,9,0.00013299502378371283,1.0,9788,1.0,0.0,0,0,0,8999.368657432839,0.8999368657432838,120,-35.8290234375,0,0,6.844,7.4472,3.106686,7.778504493508451,2.1563005327222107
72,7.216893196105957,58,2.6930084498370372,0.8684487655931787,-1.0168430601314649,0.9999999999999999,0.9999999999999999,9636,9,0.00016704473966565398,0.9999999999999999,9636,0.9999999999999999,0.0,0,0,0,7962.100480738276,0.7962100480738276,120,-56.617890625,0,0,6.844,7.4472,3.106686,7.778862298159904,2.1596562470481215
76,7.6185526847839355,62,2.693481795464015,0.8675608693898829,-1.0135338796084568,0.9999999999999998,0.9999999999999998,9455,34,0.0002075363000344088,0.9999999999999998,9455,0.9999999999999998,0.0,0,0,0,6961.690707467414,0.6961690707467414,120,-86.75806640625,0,0,6.844,7.4472,3.106686,7.779360671368854,2.1629654275711294
80,8.018057823181152,66,2.6935573148261343,0.867412630062623,-1.0117376896153205,0.999999999999978,0.999999999999978,9254,34,0.0002590412940676346,0.999999999999978,9254,0.999999999999978,0.0,0,0,0,6006.753657276228,0.6006753657276228,120,-112.93587890625,0,0,6.844,7.4472,3.106686,7.779445758953568,2.1647616175642663
84,8.419589042663574,70,2.6929297308833218,0.8682996879054715,-1.0143320629722614,0.9999999999999998,0.9999999999999998,9040,857,0.0003403923474612516,0.9999999999999998,9040,0.9999999999999998,0.0,0,0,0,5006.936220940302,0.5006936220940301,120,-141.1213330078125,0,0,6.844,7.4472,3.106686,7.779030382741919,2.162167244207325
88,8.819950103759766,74,2.6924168696749646,0.8689404435319905,-1.0150627876454368,1.0,1.0,8845,871,0.00044136340492475725,1.0,8845,1.0,0.0,0,0,0,4213.568107551548,0.42135681075515474,120,-166.2235595703125,0,0,6.844,7.4472,3.106686,7.778762194607964,2.1614365195341496
92,9.221312522888184,78,2.6925617247571894,0.8685814726061417,-1.0141961608987287,1.0,1.0,8650,1260,0.0005615598743400329,1.0,8650,1.0,0.0,0,0,0,3572.495336264767,0.3572495336264767,120,-198.835400390625,0,0,6.844,7.4472,3.106686,7.778988461369559,2.1623031462808577
96,9.622920036315918,82,2.6914669230061943,0.870073898289044,-1.0180062419211757,1.0,1.0,8443,1809,0.0007709563820455119,1.0,8443,1.0,0.0,0,0,0,2917.4055160247603,0.29174055160247603,120,-228.9876953125,0,0,6.844,7.4472,3.106686,7.778310787911164,2.1584930652584107
